Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,TISSUE
SRR6636292,E14.5,RNA-Seq,100,71382700,PRJNA432054,SAMN08428943,53573723,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623979,GSM2967537,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967537,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636293,E14.5,RNA-Seq,100,183389700,PRJNA432054,SAMN08428942,122686299,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623980,GSM2967538,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967538,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636294,E14.5,RNA-Seq,100,186795300,PRJNA432054,SAMN08428941,124494519,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623981,GSM2967539,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967539,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636295,E14.5,RNA-Seq,100,131375100,PRJNA432054,SAMN08428940,86143742,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623982,GSM2967540,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967540,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636296,E14.5,RNA-Seq,100,126410600,PRJNA432054,SAMN08428939,82342012,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623983,GSM2967541,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967541,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636297,E14.5,RNA-Seq,100,170713200,PRJNA432054,SAMN08428938,111516057,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623984,GSM2967542,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967542,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636298,E14.5,RNA-Seq,100,149031000,PRJNA432054,SAMN08428937,97543810,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623985,GSM2967543,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967543,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636299,E14.5,RNA-Seq,100,321519300,PRJNA432054,SAMN08428936,209733324,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623986,GSM2967544,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967544,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636300,E14.5,RNA-Seq,100,28914400,PRJNA432054,SAMN08428935,18820657,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623987,GSM2967545,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967545,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636301,E14.5,RNA-Seq,100,185797000,PRJNA432054,SAMN08428934,131519593,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623988,GSM2967546,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967546,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636302,E14.5,RNA-Seq,100,175706700,PRJNA432054,SAMN08428933,118103991,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623989,GSM2967547,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967547,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636303,E14.5,RNA-Seq,100,34989300,PRJNA432054,SAMN08429593,22456244,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623990,GSM2967548,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967548,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636304,E14.5,RNA-Seq,100,277727800,PRJNA432054,SAMN08429591,180070841,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623991,GSM2967549,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967549,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636305,E14.5,RNA-Seq,100,217043100,PRJNA432054,SAMN08429592,140351876,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623992,GSM2967550,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967550,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636306,E14.5,RNA-Seq,100,138901100,PRJNA432054,SAMN08429589,90456468,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623993,GSM2967551,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967551,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636307,E14.5,RNA-Seq,100,173399500,PRJNA432054,SAMN08429588,113415796,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623994,GSM2967552,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967552,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636308,E14.5,RNA-Seq,100,243563100,PRJNA432054,SAMN08429587,157485760,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623995,GSM2967553,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967553,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636309,E14.5,RNA-Seq,100,233209300,PRJNA432054,SAMN08429586,153906927,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623996,GSM2967554,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967554,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636310,E14.5,RNA-Seq,100,192939600,PRJNA432054,SAMN08429894,124883370,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623997,GSM2967555,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967555,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636311,E14.5,RNA-Seq,100,148448500,PRJNA432054,SAMN08429590,97463152,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623998,GSM2967556,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967556,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636312,E14.5,RNA-Seq,100,216042800,PRJNA432054,SAMN08429480,144504425,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3623999,GSM2967557,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967557,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636313,E14.5,RNA-Seq,100,159232200,PRJNA432054,SAMN08429479,103325737,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624000,GSM2967558,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967558,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636314,E14.5,RNA-Seq,100,221899100,PRJNA432054,SAMN08429478,144000845,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624001,GSM2967559,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967559,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636315,E14.5,RNA-Seq,100,225693200,PRJNA432054,SAMN08429477,146240915,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624002,GSM2967560,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967560,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636316,E14.5,RNA-Seq,100,213573700,PRJNA432054,SAMN08429484,138634517,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624003,GSM2967561,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967561,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636317,E14.5,RNA-Seq,100,205659300,PRJNA432054,SAMN08429483,132656540,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624004,GSM2967562,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967562,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636318,E14.5,RNA-Seq,100,300377700,PRJNA432054,SAMN08429482,195699658,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624005,GSM2967563,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967563,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636319,E14.5,RNA-Seq,100,193873700,PRJNA432054,SAMN08429481,124934191,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624006,GSM2967564,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967564,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636320,E14.5,RNA-Seq,100,163857900,PRJNA432054,SAMN08429476,106940375,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624007,GSM2967565,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967565,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636321,E14.5,RNA-Seq,100,151403500,PRJNA432054,SAMN08429475,98074943,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624008,GSM2967566,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967566,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636322,E14.5,RNA-Seq,100,194025800,PRJNA432054,SAMN08429474,125501540,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624009,GSM2967567,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967567,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636323,E14.5,RNA-Seq,100,307704300,PRJNA432054,SAMN08429473,200163096,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624010,GSM2967568,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967568,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636324,E14.5,RNA-Seq,100,128661800,PRJNA432054,SAMN08429472,83189386,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624011,GSM2967569,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967569,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636325,E14.5,RNA-Seq,100,233926800,PRJNA432054,SAMN08429471,151647558,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624012,GSM2967570,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967570,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636326,E14.5,RNA-Seq,100,223891900,PRJNA432054,SAMN08429470,144980844,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624013,GSM2967571,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967571,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636327,E14.5,RNA-Seq,100,289318100,PRJNA432054,SAMN08429469,187285440,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624014,GSM2967572,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967572,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636328,E14.5,RNA-Seq,100,266841300,PRJNA432054,SAMN08429468,171682285,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624015,GSM2967573,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967573,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636329,E14.5,RNA-Seq,100,244950400,PRJNA432054,SAMN08429561,159519299,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624016,GSM2967574,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967574,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636330,E14.5,RNA-Seq,100,244940200,PRJNA432054,SAMN08429560,157810394,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624017,GSM2967575,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967575,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636331,E14.5,RNA-Seq,100,256482600,PRJNA432054,SAMN08429559,165530305,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624018,GSM2967576,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967576,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636332,E14.5,RNA-Seq,100,255074900,PRJNA432054,SAMN08429558,165985564,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624019,GSM2967577,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967577,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636333,E14.5,RNA-Seq,100,230501200,PRJNA432054,SAMN08429557,151213691,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624020,GSM2967578,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967578,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636334,E14.5,RNA-Seq,100,148055900,PRJNA432054,SAMN08429556,96074021,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624021,GSM2967579,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967579,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636335,E14.5,RNA-Seq,100,187188300,PRJNA432054,SAMN08429555,123259460,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624022,GSM2967580,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967580,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636336,E14.5,RNA-Seq,100,188402900,PRJNA432054,SAMN08429554,121888413,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624023,GSM2967581,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967581,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636337,E14.5,RNA-Seq,100,225469500,PRJNA432054,SAMN08429553,146825934,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624024,GSM2967582,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967582,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636338,E14.5,RNA-Seq,100,261908800,PRJNA432054,SAMN08429552,169663744,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624025,GSM2967583,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967583,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636339,E14.5,RNA-Seq,100,194259400,PRJNA432054,SAMN08429551,125638635,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624026,GSM2967584,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967584,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636340,E14.5,RNA-Seq,100,305597200,PRJNA432054,SAMN08429550,196986859,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624027,GSM2967585,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967585,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636341,E14.5,RNA-Seq,100,286646700,PRJNA432054,SAMN08429549,186358847,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624028,GSM2967586,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967586,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636342,E14.5,RNA-Seq,100,283185500,PRJNA432054,SAMN08429548,183587535,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624029,GSM2967587,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967587,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636343,E14.5,RNA-Seq,100,319034400,PRJNA432054,SAMN08429547,207159178,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624030,GSM2967588,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967588,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636344,E14.5,RNA-Seq,100,218716600,PRJNA432054,SAMN08429546,144367806,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624031,GSM2967589,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967589,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636345,E14.5,RNA-Seq,100,225876200,PRJNA432054,SAMN08429544,147031548,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624032,GSM2967590,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967590,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636346,E14.5,RNA-Seq,100,192126100,PRJNA432054,SAMN08429543,124912764,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624033,GSM2967591,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967591,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636347,E14.5,RNA-Seq,100,388722600,PRJNA432054,SAMN08429542,252618801,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624034,GSM2967592,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967592,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636348,E14.5,RNA-Seq,100,181030000,PRJNA432054,SAMN08429541,117333750,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624035,GSM2967593,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967593,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636349,E14.5,RNA-Seq,100,245478000,PRJNA432054,SAMN08429540,159038728,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624036,GSM2967594,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967594,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636350,E14.5,RNA-Seq,100,174941400,PRJNA432054,SAMN08429539,113723459,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624037,GSM2967595,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967595,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636351,E14.5,RNA-Seq,100,75705500,PRJNA432054,SAMN08429538,49028971,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624038,GSM2967596,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967596,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636352,E14.5,RNA-Seq,100,83215600,PRJNA432054,SAMN08429537,53942963,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624039,GSM2967597,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967597,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636353,E14.5,RNA-Seq,100,49876700,PRJNA432054,SAMN08429536,32225052,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624040,GSM2967598,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967598,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636354,E14.5,RNA-Seq,100,90641600,PRJNA432054,SAMN08429535,59054373,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624041,GSM2967599,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967599,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636355,E14.5,RNA-Seq,100,60841100,PRJNA432054,SAMN08429534,38868450,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624042,GSM2967600,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967600,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636356,E14.5,RNA-Seq,100,31663900,PRJNA432054,SAMN08429533,23673045,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624043,GSM2967601,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967601,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636357,E14.5,RNA-Seq,100,114958800,PRJNA432054,SAMN08429532,74360639,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624044,GSM2967602,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967602,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636358,E14.5,RNA-Seq,100,127386400,PRJNA432054,SAMN08429531,82733755,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624045,GSM2967603,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967603,Brain,SRP131682,CD1,"vMGE,Brain"
